재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 1분기 3개월	당기 1분기 누적	전기 1분기 3개월	전기 1분기 누적	전기	전전기
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	122,604,390,420	122,604,390,420	111,354,387,680	111,354,387,680		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	영업이익	47,685,540,298	47,685,540,298	24,567,872,355	24,567,872,355		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	49,980,148,390	49,980,148,390	13,575,299,808	13,575,299,808		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	금융원가	21,785,406,114	21,785,406,114	25,218,809,127	25,218,809,127		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-03-31	1분기보고서	KRW	dart_OtherGains	기타수익	1,247,870,063	1,247,870,063	3,112,621,436	3,112,621,436		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-03-31	1분기보고서	KRW	dart_OtherLosses	기타비용	8,931,186,014	8,931,186,014	4,695,763,150	4,695,763,150		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	68,196,966,623	68,196,966,623	11,341,221,322	11,341,221,322		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	8,182,185,262	8,182,185,262	2,667,500,791	2,667,500,791		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	분기순이익	60,014,781,361	60,014,781,361	8,673,720,531	8,673,720,531		
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-03-31	1분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2022-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본 및 희석주당손익(손실)	2,783	2,783	209	209		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-03-31	1분기보고서	KRW	ifrs-full_Revenue	매출액	395,024,842,725	395,024,842,725	243,736,208,590	243,736,208,590		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	매출원가	178,195,856,459	178,195,856,459	152,430,235,692	152,430,235,692		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	216,828,986,266	216,828,986,266	91,305,972,898	91,305,972,898		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	35,320,134,121	35,320,134,121	30,752,466,946	30,752,466,946		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	181,508,852,145	181,508,852,145	60,553,505,952	60,553,505,952		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	3,163,081,438	3,163,081,438	1,540,022,993	1,540,022,993		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	금융비용	1,730,454,196	1,730,454,196	1,897,879,872	1,897,879,872		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-03-31	1분기보고서	KRW	dart_OtherGains	기타영업외수익	4,232,487,996	4,232,487,996	4,873,819,973	4,873,819,973		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-03-31	1분기보고서	KRW	dart_OtherLosses	기타영업외비용	4,417,676,588	4,417,676,588	1,983,430,283	1,983,430,283		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	182,756,290,795	182,756,290,795	63,086,038,763	63,086,038,763		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	45,979,301,130	45,979,301,130	15,337,914,545	15,337,914,545		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-03-31	1분기보고서	KRW	ifrs-full_ProfitLossFromContinuingOperations	계속영업이익(손실)	136,776,989,665	136,776,989,665	47,748,124,218	47,748,124,218		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-03-31	1분기보고서	KRW	ifrs-full_ProfitLossFromDiscontinuedOperations	중단영업이익(손실)	0	0	0	0		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	당기순이익(손실)	136,776,989,665	136,776,989,665	47,748,124,218	47,748,124,218		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-03-31	1분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)	3,147	3,147	1,099	1,099		
손익계산서, 기능별 분류 - 별도재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2022-03-31	1분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   희석주당이익(손실)	3,147	3,147	1,099	1,099		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-03-31	1분기보고서	KRW	ifrs-full_Revenue	매출액	156,689,337,198	156,689,337,198	8,446,706,687	8,446,706,687		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	매출원가	5,919,828,725	5,919,828,725	9,318,392,245	9,318,392,245		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	150,769,508,473	150,769,508,473	-871,685,558	-871,685,558		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비및관리비	3,862,387,843	3,862,387,843	5,015,553,089	5,015,553,089		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	146,907,120,630	146,907,120,630	-5,887,238,647	-5,887,238,647		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-03-31	1분기보고서	KRW	dart_OtherGains	기타수익	9,614,562,817	9,614,562,817	2,803,663,397	2,803,663,397		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-03-31	1분기보고서	KRW	dart_OtherLosses	기타비용	1,590,768,437	1,590,768,437	1,070,182,340	1,070,182,340		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	850,391,073	850,391,073	1,264,922,280	1,264,922,280		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	금융비용	3,980,627,375	3,980,627,375	4,270,487,633	4,270,487,633		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	151,800,678,708	151,800,678,708	-7,159,322,943	-7,159,322,943		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	10,238,703,032	10,238,703,032	2,531,322,911	2,531,322,911		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-03-31	1분기보고서	KRW	entity00109693_udf_IS_20215164548873_IncomeStatementAbstract	계속영업분기순이익(손실)	141,561,975,676	141,561,975,676	-9,690,645,854	-9,690,645,854		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-03-31	1분기보고서	KRW	entity00109693_udf_IS_202151645430625_IncomeStatementAbstract	중단영업분기순이익			454,404,036,281	454,404,036,281		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	분기순이익(손실)	141,561,975,676	141,561,975,676	444,713,390,427	444,713,390,427		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-03-31	1분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	분기주당이익						
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   계속영업 보통주 기본 및 희석주당이익(손실)	6,259	6,259	-569	-569		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-03-31	1분기보고서	KRW	entity00109693_udf_IS_202151645522919_EarningsPerShareAbstract	   계속영업 우선주 기본 및 희석주당이익(손실)	6,271	6,271	-541	-541		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-03-31	1분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   중단영업 보통주 기본 및 희석주당이익(손실)			26,564	26,564		
손익계산서, 기능별 분류 - 별도재무제표	[000210]	DL	유가증권시장상장법인	649	기타 금융업	12	2022-03-31	1분기보고서	KRW	entity00109693_udf_IS_20215164571658_EarningsPerShareAbstract	   중단영업 우선주 기본 및 희석주당이익(손실)			26,564	26,564		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2022-03-31	1분기보고서	KRW	ifrs-full_Revenue	매출액	333,264,733,985	333,264,733,985	417,488,989,253	417,488,989,253		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2022-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	매출원가	305,590,950,106	305,590,950,106	336,108,517,137	336,108,517,137		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2022-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	27,673,783,879	27,673,783,879	81,380,472,116	81,380,472,116		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2022-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	23,754,062,721	23,754,062,721	18,388,321,067	18,388,321,067		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2022-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	영업이익	3,919,721,158	3,919,721,158	62,992,151,049	62,992,151,049		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2022-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	2,586,677,266	2,586,677,266	1,362,507,592	1,362,507,592		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2022-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	금융비용	1,405,348,232	1,405,348,232	1,038,583,373	1,038,583,373		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2022-03-31	1분기보고서	KRW	dart_OtherGains	기타이익	5,078,525,866	5,078,525,866	9,927,516,935	9,927,516,935		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2022-03-31	1분기보고서	KRW	dart_OtherLosses	기타손실	1,048,792,772	1,048,792,772	2,998,482,844	2,998,482,844		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2022-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	9,130,783,286	9,130,783,286	70,245,109,359	70,245,109,359		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2022-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	3,458,091,740	3,458,091,740	16,028,764,474	16,028,764,474		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2022-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	당기순이익	5,672,691,546	5,672,691,546	54,216,344,885	54,216,344,885		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2022-03-31	1분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2022-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)	245	245	2,446	2,446		
손익계산서, 기능별 분류 - 별도재무제표	[001880]	DL건설	유가증권시장상장법인	411	건물 건설업	12	2022-03-31	1분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   희석주당이익(손실)	243	243	2,327	2,327		
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-03-31	1분기보고서	KRW	ifrs-full_Revenue	매출액	1,111,457,244,252	1,111,457,244,252	1,196,499,219,719	1,196,499,219,719		
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	매출원가	918,368,674,774	918,368,674,774	972,902,524,732	972,902,524,732		
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	193,088,569,478	193,088,569,478	223,596,694,987	223,596,694,987		
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비및관리비	80,135,083,304	80,135,083,304	100,001,060,038	100,001,060,038		
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	영업이익	112,953,486,174	112,953,486,174	123,595,634,949	123,595,634,949		
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-03-31	1분기보고서	KRW	dart_OtherGains	기타수익	41,709,721,922	41,709,721,922	46,034,606,856	46,034,606,856		
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-03-31	1분기보고서	KRW	dart_OtherLosses	기타비용	27,840,202,054	27,840,202,054	28,052,614,996	28,052,614,996		
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	28,528,674,917	28,528,674,917	26,129,119,359	26,129,119,359		
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	금융비용	13,874,975,925	13,874,975,925	18,996,460,730	18,996,460,730		
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	141,476,705,034	141,476,705,034	148,710,285,438	148,710,285,438		
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	38,314,686,757	38,314,686,757	32,947,442,110	32,947,442,110		
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	분기순이익	103,162,018,277	103,162,018,277	115,762,843,328	115,762,843,328		
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-03-31	1분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-03-31	1분기보고서	KRW	entity01524093_udf_IS_20211028171925561_EarningsPerShareAbstract	   보통주 분기 기본 및 희석주당이익	4,810	4,810	5,396	5,396		
손익계산서, 기능별 분류 - 별도재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2022-03-31	1분기보고서	KRW	entity01524093_udf_IS_20211028171950188_EarningsPerShareAbstract	   우선주 분기 기본 및 희석주당이익	4,810	4,810	5,396	5,396		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2022-03-31	1분기보고서	KRW	ifrs-full_Revenue	수익(매출액)	61,438,380,426	61,438,380,426	44,416,973,810	44,416,973,810		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2022-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	매출원가	48,077,792,928	48,077,792,928	38,069,831,440	38,069,831,440		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2022-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	13,360,587,498	13,360,587,498	6,347,142,370	6,347,142,370		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2022-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	3,696,482,664	3,696,482,664	3,103,337,287	3,103,337,287		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2022-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	9,664,104,834	9,664,104,834	3,243,805,083	3,243,805,083		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2022-03-31	1분기보고서	KRW	dart_OtherGains	기타이익	836,249,119	836,249,119	1,433,658,043	1,433,658,043		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2022-03-31	1분기보고서	KRW	dart_OtherLosses	기타손실	383,208,790	383,208,790	667,164,138	667,164,138		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2022-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	1,153,102,097	1,153,102,097	385,024,941	385,024,941		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2022-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	금융원가	1,325,713,025	1,325,713,025	157,726,930	157,726,930		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2022-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	9,944,534,235	9,944,534,235	4,237,596,999	4,237,596,999		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2022-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	2,382,345,152	2,382,345,152	998,351,442	998,351,442		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2022-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	당기순이익(손실)	7,562,189,083	7,562,189,083	3,239,245,557	3,239,245,557		
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2022-03-31	1분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 별도재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2022-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)	473	473	202	202		
